id,contract_id,commitment_type,number,value,budget_code,date,is_addition
705d0421-656c-4673-953a-d33d7cfefcd9,5c976436-8db1-4da7-8c4b-199836912559,CRP,RES-2023000005,125400000.0,2.1.2.02.02.007,2023-01-16,False
c3c73714-7cc2-4d27-8bc0-d7e2af1a6d07,8418b366-85f6-47c9-ab60-b7c27f7b9875,CDP,DIS-2023000011,173446482.0,2.4.5.02.08.003,2023-01-18,False
be92eba6-e066-4ac7-8c70-2818bf53ff42,8418b366-85f6-47c9-ab60-b7c27f7b9875,CRP,RES-2023000011,173446482.0,2.4.5.02.08.003,2023-01-25,False
666652f5-5058-44e1-8586-bf0e7ca6cbea,859e8e62-3e97-48b9-86e6-3b2baf1ba862,CDP,DIS-2023000016,26000000.0,2.1.2.02.02.008.001,2023-02-01,False
6b617fd0-982c-4b17-8367-de0a95d98092,859e8e62-3e97-48b9-86e6-3b2baf1ba862,CRP,RES-2023000014,26000000.0,2.1.2.02.02.008.001,2023-02-03,False
e07c51aa-430a-4498-aba5-a016f8dd78cc,fefa7b43-e1b2-4b80-88a7-bcf227516a8a,CDP,DIS-2023000021,15200000.0,2.1.2.02.02.008.001,2023-02-01,False
b97a8e5a-ae35-424b-b45f-e8f783ade78c,fefa7b43-e1b2-4b80-88a7-bcf227516a8a,CRP,RES-2023000019,15200000.0,2.1.2.02.02.008.001,2023-02-07,False
a3803bb3-d954-43cc-9649-6c2fb6e3f7fe,c68418e3-6e63-42a7-b941-c546fc569070,CDP,DIS-2023000018,18000000.0,2.1.2.02.02.008.001,2023-02-01,False
05a7d4e5-8870-4563-a1c3-3a4b787ad797,c68418e3-6e63-42a7-b941-c546fc569070,CRP,RES-2023000015,18000000.0,2.1.2.02.02.008.001,2023-02-03,False
a7865c65-8e28-4a97-b83a-2890c00b391b,783d8b88-dac9-4420-a848-53da3711ea29,CDP,DIS-2023000019,20000000.0,2.1.2.02.02.008.001,2023-02-01,False
c5133c4e-5d7f-4c1c-9c99-c5c46f028b25,783d8b88-dac9-4420-a848-53da3711ea29,CRP,RES-2023000017,20000000.0,2.1.2.02.02.008.001,2023-02-07,False
d46cde41-bacf-4512-b350-c59c64ae68e0,d3baaae1-3e12-4e49-8a8b-9e96301787d0,CDP,DIS-2023000017,32000000.0,2.1.2.02.02.008.001,2023-02-01,False
bb1b3389-cf66-4804-81b3-efe86ff359ad,d3baaae1-3e12-4e49-8a8b-9e96301787d0,CRP,RES-2023000018,32000000.0,2.1.2.02.02.008.001,2023-02-07,False
220aac60-dc49-4fe8-b7f8-5e1f0b1ab46d,e926740f-e5a4-42a7-a7a7-cc7374ae51c4,CDP,DIS-2023000020,52000000.0,2.1.2.02.02.008.001,2023-02-01,False
e637db23-8825-41f1-857f-a135ccf02249,e926740f-e5a4-42a7-a7a7-cc7374ae51c4,CRP,RES-2023000025,52000000.0,2.1.2.02.02.008.001,2023-02-15,False
f8a3646a-0bec-41f1-82a4-d41e435c6484,5bd2911f-aaf7-4e88-aa77-c6d711e713b1,CDP,DIS-2023000022,20000000.0,2.1.2.02.02.008.001,2023-02-03,False
5bda4ee2-cfaa-44c9-bb84-c0b830254751,5bd2911f-aaf7-4e88-aa77-c6d711e713b1,CRP,RES-2023000021,20000000.0,2.1.2.02.02.008.001,2023-02-07,False
0d1cebb4-af34-435a-becf-3c80d843c716,0b755723-5c16-4597-9504-3798d85c9f82,CDP,DIS-2023000023,28000000.0,2.1.2.02.02.008.001,2023-02-03,False
6b99c278-051b-4933-934f-9b5a5c9d799b,0b755723-5c16-4597-9504-3798d85c9f82,CRP,RES-2023000020,28000000.0,2.1.2.02.02.008.001,2023-02-07,False
4a713f7c-3234-4589-9c2d-47a7c9b55b8c,2c56c174-f19b-45f3-bb4f-3cab98e246b5,CDP,DIS-2023000027,26400000.0,2.4.5.02.08.001,2023-02-03,False
d156cf04-13a5-4393-a036-98d62a444657,2c56c174-f19b-45f3-bb4f-3cab98e246b5,CRP,RES-2023000024,26400000.0,2.4.5.02.08.001,2023-02-14,False
011e38da-c8e5-45df-b2c7-651efa7c7d8c,78ad496b-7a42-4412-8892-774da0558d49,CDP,DIS-2023000029,20000000.0,2.4.5.02.08.001,2023-02-10,False
97b87d4c-cd9f-4656-b0ef-c65f7425603c,78ad496b-7a42-4412-8892-774da0558d49,CRP,RES-2023000026,20000000.0,2.4.5.02.08.001,2023-02-15,False
0e773912-f21b-4ddd-a7d0-2c6a57999c38,fa942a77-8a00-4a5c-b89f-5ae4f4ec9b88,CDP,DIS-2023000028,26000000.0,2.1.2.02.02.008.001,2023-02-10,False
2464fd43-78ed-4380-b8d1-d585e1db9841,fa942a77-8a00-4a5c-b89f-5ae4f4ec9b88,CRP,RES-2023000027,26000000.0,2.1.2.02.02.008.001,2023-02-15,False
5282c1ee-4c95-4e97-9771-3ea2ff591c3c,c55fea53-2bf3-4c8d-899a-5f8f95709818,CDP,DIS-2023000032,47600000.0,2.1.2.02.02.008.001,2023-02-22,False
cd665940-e54d-4714-9f3b-ac2f0cd952d6,c55fea53-2bf3-4c8d-899a-5f8f95709818,CRP,RES-2023000035,47600000.0,2.1.2.02.02.008.001,2023-03-03,False
93db45a0-8a8b-45bd-bb11-2579b78bfc08,53d079e7-39a1-461e-b345-c239981da7e3,CDP,DIS-2023000034,16000000.0,2.1.2.02.02.008.001,2023-02-27,False
8f21e013-dd3b-4d79-9245-9ef7b57313f5,53d079e7-39a1-461e-b345-c239981da7e3,CRP,RES-2023000033,16000000.0,2.1.2.02.02.008.001,2023-03-01,False
7c52270d-128c-489e-8033-c9f7d24b961e,6fff9486-3480-48db-bd3b-91d95680b39b,CDP,DIS-2023000035,32000000.0,2.1.2.02.02.008.001,2023-02-27,False
a0031f96-86e9-4ccc-89e1-7e380fb0c906,6fff9486-3480-48db-bd3b-91d95680b39b,CRP,RES-2023000041,32000000.0,2.1.2.02.02.008.001,2023-03-10,False
9f4c0d49-f235-4e46-8f56-254fb2081a5b,15bcf643-7ef9-415d-801b-ace8017c96fb,CDP,DIS-2023000045,14000000.0,2.1.2.02.02.008.001,2023-03-23,False
0b6f29a6-01c8-4f47-ad04-842b2c151f35,15bcf643-7ef9-415d-801b-ace8017c96fb,CRP,RES-2023000047,14000000.0,2.1.2.02.02.008.001,2023-03-24,False
2a27506c-55b3-4bc8-8cc4-e4cb33c0dc68,b837e664-f627-4f45-96d4-904cb4dfd4bd,CDP,DIS-2023000046,12000000.0,2.1.2.02.02.008.001,2023-03-23,False
8b77300c-b842-4643-ba32-8f3c30d1cb8b,b837e664-f627-4f45-96d4-904cb4dfd4bd,CRP,RES-2023000049,12000000.0,2.1.2.02.02.008.001,2023-03-28,False
8e476cce-4785-458f-8929-a030b0789c0f,38993ec9-e670-4f87-a128-bc5991f43726,CDP,DIS-2023000057,35000000.0,2.1.2.02.02.008.001,2023-04-11,False
148d3548-843d-4c2a-b1b8-64ab7957e9e6,38993ec9-e670-4f87-a128-bc5991f43726,CRP,RES-2023000056,35000000.0,2.1.2.02.02.008.001,2023-04-12,False
cf02de76-768b-4e38-bfb6-1d76270440ff,90414e89-d948-47d6-abaf-49a0ca29c69c,CDP,DIS-2023000056,12000000.0,2.1.2.02.02.008.001,2023-04-11,False
b2b3f8c0-5fb1-42f6-a6aa-7ca6290f724b,90414e89-d948-47d6-abaf-49a0ca29c69c,CRP,RES-2023000058,12000000.0,2.1.2.02.02.008.001,2023-04-14,False
dc888851-1cfb-4784-bfe2-6ed12310a9c6,3bade07f-a8c6-4bb6-8f93-ec9d451d4d9d,CDP,DIS-2023000065,10000000.0,2.1.2.02.02.008.001,2023-04-21,False
89fc1401-44e4-41ea-aaa3-8cd658b46ff5,3bade07f-a8c6-4bb6-8f93-ec9d451d4d9d,CRP,RES-2023000064,10000000.0,2.1.2.02.02.008.001,2023-04-25,False
3302735e-72cc-4a8c-86f7-171daae18d7f,fce24e79-d39b-4657-be53-c0ce1935434b,CDP,DIS-2023000072,49770000.0,2.1.2.02.02.008.001,2023-05-03,False
a48f2a1d-327f-49f9-ac54-ecbe37a7ef66,fce24e79-d39b-4657-be53-c0ce1935434b,CRP,RES-2023000069,49770000.0,2.1.2.02.02.008.001,2023-05-05,False
474ea2f6-2a92-46f0-84ff-5676bb252437,6f276f04-2dd0-4b8c-9451-0186df42441b,CDP,DIS-2023000080,33600000.0,2.1.2.02.02.008.001,2023-05-18,False
5126375a-6ba3-4b38-a839-fddd0754068c,6f276f04-2dd0-4b8c-9451-0186df42441b,CRP,RES-2023000073,33600000.0,2.1.2.02.02.008.001,2023-05-19,False
f24bcdce-6773-4e63-b976-3eca8dec0701,43f9ac94-25e8-43a5-8293-78cec8bbec8b,CDP,DIS-2023000068,1378669211.0,2.4.05.02.09.002,2023-04-26,False
c808d03f-e06c-482e-9fff-434e98adc517,43f9ac94-25e8-43a5-8293-78cec8bbec8b,CRP,RES-2023000081,1378669211.0,2.4.05.02.09.002,2023-05-30,False
3176aa48-d1e6-4c2f-8673-628c03f0f4b5,31efda33-bd82-4b6d-ab37-b47fb37947cf,CDP,DIS-2023000069,100454682.0,2.4.05.02.09.002,2023-04-26,False
8a591d79-20b3-4ad5-ad78-67853e119079,31efda33-bd82-4b6d-ab37-b47fb37947cf,CRP,RES-2023000082,100454682.0,2.4.05.02.09.002,2023-05-30,False
cf83a0a2-5c16-4a2e-80d3-04a336429264,e3f1a8b2-8298-445a-8d7d-e75f41272056,CDP,DIS-2023000078,24247605.0,2.4.5.02.05.002,2023-05-11,False
2e683a84-faa5-48f6-a6e7-93921df4f1af,e3f1a8b2-8298-445a-8d7d-e75f41272056,CRP,RES-2023000077,24247605.0,2.4.5.02.05.002,2023-05-25,False
7635003f-132c-465e-9b18-9074b12cf29f,575fea72-d21a-44ed-b537-a7b10912418b,CDP,DIS-2023000060,208070823.01,2.4.05.02.09.002,2023-04-12,False
b78af59c-877b-4226-9348-1aee03f0e992,575fea72-d21a-44ed-b537-a7b10912418b,CRP,RES-2023000083,208070823.01,2.4.05.02.09.002,2023-05-30,False
144c949d-d2d7-45a7-b534-a5b8d77f0a80,db794903-3124-49f9-9d92-6334c24de7b1,CDP,DIS-2023000079,439990600.0,2.4.05.02.09.003,2023-05-18,False
b088425f-51de-42de-9c6c-33a571341bb7,db794903-3124-49f9-9d92-6334c24de7b1,CRP,RES-2023000087,439990600.0,2.4.05.02.09.003,2023-06-05,False
d87f5710-4229-42a0-8d7b-32c99dc14470,9fede7c1-075f-4b78-a61c-5c2f6fb2d19d,CDP,DIS-2023000098,24666667.0,2.1.2.02.02.008.001,2023-06-05,False
04a0ff91-c0e5-49e0-8ea5-554a372d2964,9fede7c1-075f-4b78-a61c-5c2f6fb2d19d,CRP,RES-2023000088,24666667.0,2.1.2.02.02.008.001,2023-06-05,False
ddc92828-4688-416c-aeb4-d59339ca76cd,be151016-4fb1-4761-9c78-67146098a866,CDP,DIS-2023000094,18493333.0,2.1.2.02.02.008.001,2023-06-01,False
60629c3a-ff3f-408b-bd50-43aae04b8ddb,be151016-4fb1-4761-9c78-67146098a866,CRP,RES-2023000092,18493333.0,2.1.2.02.02.008.001,2023-06-07,False
16b1320a-e6c1-498a-8303-fb399f108c96,0c909502-58e4-4ef5-b127-e7192ebc90ba,CDP,DIS-2023000095,34066667.0,2.1.2.02.02.008.001,2023-06-01,False
4e03c65e-6aaa-4f19-9751-9a5e1b13dec9,0c909502-58e4-4ef5-b127-e7192ebc90ba,CRP,RES-2023000094,34066667.0,2.1.2.02.02.008.001,2023-06-09,False
5b25ec77-16e6-491a-8cb7-f636f3cd239f,e6f74592-d26f-4329-b9e5-17e7887917a2,CDP,DIS-2023000093,24166667.0,2.1.2.02.02.008.001,2023-06-01,False
0202cb19-13a6-4043-95e9-e4e75a3147c2,e6f74592-d26f-4329-b9e5-17e7887917a2,CRP,RES-2023000095,24166667.0,2.1.2.02.02.008.001,2023-06-09,False
e8778769-12a9-4092-9834-c32aeb129a9d,954ec7a8-0b54-4944-ad42-6b7b5d3f6140,CDP,DIS-2023000081,1168217225.0,2.4.5.02.09.002,2023-05-19,False
83821d2b-9c30-4df5-b63c-5bf7eb53d850,954ec7a8-0b54-4944-ad42-6b7b5d3f6140,CRP,RES-2023000103,1168217225.0,2.4.5.02.09.002,2023-06-22,False
bff5aa74-55f2-45f0-9ba9-28612f88219a,5b28beef-13f7-450b-8086-9e3565b435d3,CDP,DIS-2023000073,108000000.0,2.1.2.02.02.008,2023-05-03,False
aef9070d-09ce-4a26-91dd-f28749ecf19d,5b28beef-13f7-450b-8086-9e3565b435d3,CRP,RES-2023000100,108000000.0,2.1.2.02.02.008,2023-06-15,False
0657c696-b39b-47cc-8dcb-55330f73bb71,777eb35f-88c4-4462-8e60-65527872a2e6,CDP,DIS-2023000105,30580000.0,2.1.2.02.02.008,2023-06-14,False
c3904ada-944b-42ef-894e-c3016aef244f,777eb35f-88c4-4462-8e60-65527872a2e6,CRP,RES-2023000096,30580000.0,2.1.2.02.02.008,2023-06-14,False
80a4eb4c-bed5-4009-abfa-351eafbb1437,c20088c1-dbea-4b26-8142-c9241ceef7ae,CDP,DIS-2023000106,29900000.0,2.1.2.02.02.008,2023-06-15,False
243a4456-da87-4f86-a60a-f2fa5f2568de,c20088c1-dbea-4b26-8142-c9241ceef7ae,CRP,RES-2023000097,29900000.0,2.1.2.02.02.008,2023-06-15,False
3e1adedf-2abe-4796-9e8f-9030a7b5f0fd,4f666490-6478-4cec-bca4-9257110c9461,CDP,DIS-2023000107,59800000.0,2.1.2.02.02.008,2023-06-15,False
1b85c3a2-425b-46cb-a0f1-c77d844eb3cc,4f666490-6478-4cec-bca4-9257110c9461,CRP,RES-2023000098,59800000.0,2.1.2.02.02.008,2023-06-15,False
4fc59ab6-baf1-496c-97e9-9f7d092f8b61,0f2a773e-be1d-4e6c-a381-b3f0a11c6360,CDP,DIS-2023000097,116798500.0,2.4.5.02.09.002,2023-06-05,False
bf75c3d6-a846-48f7-93ff-edb1e5d51320,0f2a773e-be1d-4e6c-a381-b3f0a11c6360,CRP,RES-2023000123,116798500.0,2.4.5.02.09.002,2023-07-10,False
5c1b976e-91de-4745-90d2-68cf48574fcf,fb89ba13-b470-4497-be18-a612b0aac95a,CDP,DIS-2023000088,2018450245.08,2.4.5.02.09.002,2023-05-31,False
ebcd6072-8883-46a3-b8ef-a9992598e742,fb89ba13-b470-4497-be18-a612b0aac95a,CRP,RES-2023000120,2018450245.08,2.4.5.02.09.002,2023-07-05,False
873739db-7e28-4bf4-a61e-3a49617418a4,efae0ad0-57df-4afb-8f44-78c2688dd642,CDP,DIS-2023000102,173024810.0,2.4.5.02.09.002,2023-06-07,False
6bde220d-7040-48e0-973f-11cf84252b0c,efae0ad0-57df-4afb-8f44-78c2688dd642,CRP,RES-2023000119,173024810.0,2.4.5.02.09.002,2023-07-05,False
c8cca388-736c-4743-a5c4-70577f2729e5,6fc49bfc-99c8-4a20-b087-c8087a3c7987,CDP,DIS-2023000109,18000000.0,2.1.2.02.02.008,2023-06-22,False
58f483da-0eb9-4493-8cc3-9e80f7915d0d,6fc49bfc-99c8-4a20-b087-c8087a3c7987,CRP,RES-2023000105,18000000.0,2.1.2.02.02.008,2023-06-23,False
9ec1454a-e02f-47a8-b6de-62b38cf81ac1,2f323b04-4c03-48b9-bcfe-5c917310d50d,CDP,DIS-2023000112,21666666.0,2.1.2.02.02.008,2023-06-23,False
ddedbfed-105e-487b-b917-d47d259042ca,2f323b04-4c03-48b9-bcfe-5c917310d50d,CRP,RES-2023000108,21666666.0,2.1.2.02.02.008,2023-06-26,False
6775ef85-7bcc-4a51-a48a-a4c2722733b9,4f504992-95a7-454d-96d2-b89d27a0a2b7,CDP,DIS-2023000121,14700000.0,2.1.2.02.02.008,2023-06-27,False
81fbb67d-0cd0-49ad-b746-9034cbd11080,4f504992-95a7-454d-96d2-b89d27a0a2b7,CRP,RES-2023000109,14700000.0,2.1.2.02.02.008,2023-06-27,False
4acf456e-93a7-4f99-ae51-b414d3ab55ad,666ff484-f4de-43bc-9df2-49f77e1a703f,CDP,DIS-2023000120,12600000.0,2.1.2.02.02.008,2023-06-27,False
b8f88a7b-dd6c-408f-99c4-c79edb7008a2,666ff484-f4de-43bc-9df2-49f77e1a703f,CRP,RES-2023000111,12600000.0,2.1.2.02.02.008,2023-06-28,False
33ea12eb-a2db-4070-9d8c-2cab6c3f73ef,cdbab039-2b59-4942-994f-95f7f032a5a1,CDP,DIS-2023000122,26460000.0,2.1.2.02.02.008,2023-06-27,False
e52a6379-2ba1-4c8c-8be4-080a64c63885,cdbab039-2b59-4942-994f-95f7f032a5a1,CRP,RES-2023000110,26460000.0,2.1.2.02.02.008,2023-06-27,False
68114808-d8eb-4c40-b193-0267018b8bdc,54bde016-9456-471a-a9ce-dc42f9405957,CDP,DIS-2023000123,12500000.0,2.1.2.02.02.008,2023-06-28,False
e70c07d9-6ccd-4263-9968-956a00a47dbd,54bde016-9456-471a-a9ce-dc42f9405957,CRP,RES-2023000112,12500000.0,2.1.2.02.02.008,2023-06-28,False
c7154d95-166c-42f6-8eaa-460d7b18d941,1b386bf3-29ab-49f0-a575-6717a20dcd79,CDP,DIS-2023000124,14583333.0,2.1.2.02.02.008,2023-06-27,False
07f0e769-0906-4df6-adc3-42206a917001,1b386bf3-29ab-49f0-a575-6717a20dcd79,CRP,RES-2023000114,14583333.0,2.1.2.02.02.008,2023-06-28,False
b5dbaa7c-2bc2-4f4a-89b2-743036ec4d14,6cdb5f40-48ee-4df0-aecd-f540bf2ecd84,CDP,DIS-2023000126,24000000.0,2.1.2.02.02.008,2023-06-28,False
9023c52a-1a6d-41dc-865e-a53994bbbd41,6cdb5f40-48ee-4df0-aecd-f540bf2ecd84,CRP,RES-2023000115,24000000.0,2.1.2.02.02.008,2023-06-29,False
7493a754-65d3-414c-b0be-56337b0c820f,76d9033a-dce4-40eb-acac-85553b61066f,CDP,DIS-2023000127,54908266.0,2.4.5.02.08.003,2023-06-29,False
e8700e14-014e-4662-87d3-376533039b45,76d9033a-dce4-40eb-acac-85553b61066f,CRP,RES-2023000125,54908266.0,2.4.5.02.08.003,2023-07-14,False
1f966cf3-9c81-4eaa-9ac0-6eda8f507ff7,a178b9d3-33f5-429e-8828-d15482b078a9,CDP,DIS-2023000114,750000000.0,2.4.5.02.08.003,2023-06-23,False
85d4f622-ce3a-4a6a-b397-44d70df03c45,a178b9d3-33f5-429e-8828-d15482b078a9,CRP,RES-2023000129,750000000.0,2.4.5.02.08.003,2023-07-25,False
855219e9-2712-446d-8e3a-ae6b62944346,57a2eaac-2095-4115-96a3-761ff4d07751,CDP,DIS-2023000108,11086914.0,2.4.5.02.08.003,2023-06-16,False
4c1a54be-a594-4e5e-88ee-566a30c8043c,57a2eaac-2095-4115-96a3-761ff4d07751,CRP,RES-2023000133,11086914.0,2.4.5.02.08.003,2023-07-31,False
d2893b47-9810-4884-8dc8-c3a6f1ce2812,00394523-a63b-4d82-afa5-63911a0146f2,CDP,DIS-2023000136,100620254.0,2.4.5.02.05.002,2023-07-17,False
d39da1a0-70db-4af3-ba30-ccbf70eb2c4d,00394523-a63b-4d82-afa5-63911a0146f2,CRP,RES-2023000145,100620254.0,2.4.5.02.05.002,2023-08-17,False
191db0de-7d07-4640-adfd-3d43f2fd4a67,9d72ec03-d0b0-4696-8446-cc6a73f9bf56,CDP,DIS-2023000145,12379038691.0,6.2.4.5.02.05.004.003,2023-08-04,False
6d53d009-049b-44f9-b235-51372945492f,9d72ec03-d0b0-4696-8446-cc6a73f9bf56,CRP,RES-2023000163,12379038691.0,6.2.4.5.02.05.004.003,2023-09-14,False
9e1208ea-174c-491b-b874-52a25c3c4886,811bbcc6-f2df-4636-a098-effb13c7a285,CDP,DIS-2023000177,69397174.0,2.4.5.02.05.002,2023-09-14,False
bba8b5d6-3cf9-49ad-835e-416ff4cbc7ae,811bbcc6-f2df-4636-a098-effb13c7a285,CRP,RES-2023000167,69397174.0,2.4.5.02.05.002,2023-09-20,False
9360bc8d-d772-44e6-b852-764edcc30103,c94fc661-ad7d-4249-bdc7-0cf6fd61e916,CDP,DIS-2023000151,792527148.0,6.2.4.5.02.05.004.003,2023-08-29,False
f1879660-6961-4a09-a237-927e62544d5f,c94fc661-ad7d-4249-bdc7-0cf6fd61e916,CRP,RES-2023000173,792527148.0,6.2.4.5.02.05.004.003,2023-09-25,False
f79a0a7f-e648-4ed6-9450-a56a9207c217,36759369-0d1c-4396-affc-02d74bef6927,CDP,DIS-2023000153,584600000.0,6.2.4.5.02.09.004.003,2023-08-30,False
fe53c142-e167-4b17-a669-5b6d4f256db1,36759369-0d1c-4396-affc-02d74bef6927,CRP,RES-202300179,584600000.0,6.2.4.5.02.09.004.003,2023-10-05,False
f76e00f2-abd0-44cd-a34b-3725a0d458d6,a9a80261-33bf-44fd-b7cb-58174a4fee6b,CDP,DIS-2023000170,57570020.0,6.2.4.5.02.09.004.003,2023-09-06,False
e44c1e6d-4738-42c5-a6c7-52027838fa0c,a9a80261-33bf-44fd-b7cb-58174a4fee6b,CRP,RES-2023000184,57570020.0,6.2.4.5.02.09.004.003,2023-10-10,False
82409efe-3c63-47f4-8589-34fea81fcb14,ce12711f-660f-4a54-86e7-ec696945da7d,CDP,DIS-2023000144,97176520.98,6.2.4.5.02.09.001.003,2023-08-03,False
a5d64bbd-05d9-436a-b07f-aacae38fac84,ce12711f-660f-4a54-86e7-ec696945da7d,CRP,RES-2023000186,97176520.98,6.2.4.5.02.09.001.003,2023-10-17,False
b57cc3e7-b229-4975-a6d7-0dbd3eda995d,8f4311dc-7e9b-44da-8483-76c9e441418e,CDP,DIS-2023000189,56000000.0,2.3.2.02.02.005.003,2023-09-25,False
76a2999e-7d4f-4965-a6cf-ed3749fff3f0,8f4311dc-7e9b-44da-8483-76c9e441418e,CRP,RES-2023000183,56000000.0,2.3.2.02.02.005.003,2023-10-10,False
833d70f7-9454-44c4-b2bb-924c6168f53e,fcb0cc3a-84d2-4adf-8131-f37e2188257c,CDP,DIS-2023000191,371284205.85,6.2.4.5.02.05.001.003,2023-09-25,False
ae64bbbf-4fc7-4d5b-a350-0d246c392a8d,fcb0cc3a-84d2-4adf-8131-f37e2188257c,CRP,RES-2023000185,371284205.85,6.2.4.5.02.05.001.003,2023-10-13,False
1a02babe-b1c1-4c17-80c7-96c01d4ca319,dfad2c81-fd8e-435b-a85a-4dec964507ae,CDP,DIS-2023000167,12219815825.6,6.2.4.5.02.05.003.003,2023-09-05,False
966d275a-c8ae-4170-b102-13969dd7c108,dfad2c81-fd8e-435b-a85a-4dec964507ae,CRP,RES-2023000190,12219815825.6,6.2.4.5.02.05.003.003,2023-10-20,False
3e4d61c5-b445-4c22-95c0-4378beb6317b,208dec54-eab1-403b-befd-49e75d7e8d9d,CDP,DIS-2023000168,1038727200.0,6.2.4.5.02.09.003.003,2023-09-06,False
b694cac4-77ae-4e24-bf7a-9e55f30c90ea,208dec54-eab1-403b-befd-49e75d7e8d9d,CRP,RES-2023000191,1038727200.0,6.2.4.5.02.09.003.003,2023-10-25,False
f547469a-96fd-42ab-bdda-db7b081bbf90,1c681dd3-38f1-4f71-91c8-da4ee1c0c566,CDP,"DIS-2023000165
DIS-2025000143
DIS-2025000287",12297016642.86,"6.2.4.5.02.05.002.003
2.4.5.02.05.005.004
2.4.5.02.05.005.003",,False
183dca23-390b-44b3-9fb9-37a2186858fd,1c681dd3-38f1-4f71-91c8-da4ee1c0c566,CRP,"RES-2023000215
RES-2025000143
RES-2025000299",12297016642.86,"6.2.4.5.02.05.002.003
2.4.5.02.05.005.004
2.4.5.02.05.005.003",,False
49a4e82d-2be5-49d5-ad92-3644e5b6ebcf,96f6abd8-fedc-4306-9e39-572ae871c37c,CDP,DIS-2023000164,213700000.0,6.2.4.5.02.09.005.003,2023-09-01,False
43dfa64d-90d7-4496-ac7c-07d3c5c35191,96f6abd8-fedc-4306-9e39-572ae871c37c,CRP,RES-2023000214,213700000.0,6.2.4.5.02.09.005.003,2023-11-09,False
ae446e46-83e7-4384-8790-2b767e7813f6,b975620b-32b4-41ff-b0b4-7118cab316ab,CDP,"DIS-2023000178
DIS-2025000144
DIS-2025000288",1035528480.0,"6.2.4.5.02.09.002.003
2.4.5.02.08.013.004
2.4.5.02.08.013.003",,False
a9f98ead-5d36-46e1-add6-d7cad0e1ee94,b975620b-32b4-41ff-b0b4-7118cab316ab,CRP,"RES-2023000216
RES-2025000142
RES-2025000288",1035528480.0,"6.2.4.5.02.09.002.003
2.4.5.02.08.013.004
2.4.5.02.08.013.003",,False
5589000d-0f79-48f6-a773-286392b00b46,dca22c79-d6a3-4c79-b192-e53acfd8f1e2,CDP,DIS-2023000209,13920000.0,2.1.2.02.02.008,2023-10-31,False
b2fa3483-2300-4ce8-afb5-fb4aab566965,dca22c79-d6a3-4c79-b192-e53acfd8f1e2,CRP,RES-2023000205,13920000.0,2.1.2.02.02.008,2023-11-03,False
2147b63f-7a19-4c56-8eef-6c817ae6e1bf,21a80a98-46c8-4495-9838-d1c37c627f8f,CDP,DIS-2023000217,7600000.0,2.1.2.02.02.008,2023-11-01,False
2b1eda36-4f8a-4477-aa71-7f572334df49,21a80a98-46c8-4495-9838-d1c37c627f8f,CRP,RES-2023000204,7600000.0,2.1.2.02.02.008,2023-11-03,False
ea674246-bb4c-424f-b722-73bf913e47b7,a9ce1c62-64a8-4f7f-b34c-fa778d08741c,CDP,DIS-2023000210,15120000.0,2.1.2.02.02.008,2023-10-31,False
27fd5e8f-a068-4cad-835b-77b6c5eaf6f6,a9ce1c62-64a8-4f7f-b34c-fa778d08741c,CRP,RES-2023000210,15120000.0,2.1.2.02.02.008,2023-11-07,False
02d6bb87-82cb-4552-a5f4-65c6f1686c04,0241a9fc-83f9-4c68-8cba-5a159c01c617,CDP,DIS-2023000223,12000000.0,2.1.2.02.02.008,2023-11-02,False
2c6f27a8-c988-47e0-b63a-ceda97719d0b,0241a9fc-83f9-4c68-8cba-5a159c01c617,CRP,RES-2023000217,12000000.0,2.1.2.02.02.008,2023-11-10,False
c5457bbc-d879-4895-9091-8d24f4eccc21,dc57e257-0e69-4e15-a1b0-8bcf8fdc9458,CDP,DIS-2023000222,10000000.0,2.1.2.02.02.008,2023-11-02,False
5abef5b8-7d32-420d-b973-e69d9050c85c,dc57e257-0e69-4e15-a1b0-8bcf8fdc9458,CRP,RES-2023000219,10000000.0,2.1.2.02.02.008,2023-11-10,False
8eda12ee-4aa7-439d-b3d9-f5bb6b908a37,c230241f-34df-4901-8456-0b5d0fbca3b2,CDP,DIS-2023000224,25133333.0,2.1.2.02.02.008,2023-11-03,False
1dbb7b25-eb17-4723-bf07-04ee43f94f8d,c230241f-34df-4901-8456-0b5d0fbca3b2,CRP,RES-2023000206,25133333.0,2.1.2.02.02.008,2023-11-03,False
17cbf4d7-58b2-45c8-85aa-eee11f9a178f,622cf6e7-185b-4e95-834e-bcc3427a223c,CDP,DIS-2023000225,9666666.0,2.1.2.02.02.008,2023-11-03,False
8c4e5709-8a63-4efc-a3ba-33739a2a4c60,622cf6e7-185b-4e95-834e-bcc3427a223c,CRP,RES-2023000209,9666666.0,2.1.2.02.02.008,2023-11-03,False
f6621adf-5263-4779-b033-6b8857f42b42,54166cf2-9348-40ce-b050-0d6d9a2375a8,CDP,DIS-2023000228,4800000.0,2.1.2.02.02.008,2023-11-07,False
2f31ad07-f618-4f85-a3b0-8eafa2664154,54166cf2-9348-40ce-b050-0d6d9a2375a8,CRP,RES-2023000218,4800000.0,2.1.2.02.02.008,2023-11-10,False
7aaed209-3b80-46d0-90fe-a74efb4ed339,a49a4d2c-a51f-4bb7-94d7-07934867f06a,CDP,DIS-2023000200,3427200.0,2.1.2.02.02.008,2023-10-20,False
